audit_index,id,title,author,current_bands,reading_level,book_format,year_published,browse_visible,population,decision,new_bands,beth_review_flag,heads_up,rationale
B-077,053ef464-08e1-4939-88e5-40e55ceb1b8f,Awe!,Jilanne Hoffman,2-4,pre-reader,picture-book,2026,True,B — 2-4 only,retag,5-6,amy-approved,,"APPROVED per Amy directive (best-guess approval). Abstract-emotion-science framing fits 5-6 (Apprentice). Approving 5-6 only. Original: Awe! 2026 Hoffman. ""Scientifically studied emotion"" framing — concept is abstract for 3-4. Beth recommends Apprentice 5-6 only."
B-078,9e1fbf66-af89-42cc-a91d-f4e6fe717e33,Beautiful Black Boy,Sophia Robinson,2-4,pre-reader,picture-book,2026,True,B — 2-4 only,retag,"3-4, 5-6",none,,Beautiful Black Boy 2026 Robinson. Affirmational picture-book. 3-4 to 5-6. Diversity-tag book.
B-079,f3d4d000-1cb9-4367-a921-c5b7a92d75cd,Dad,Christian Robinson,2-4,pre-reader,picture-book,2026,True,B — 2-4 only,remove-from-database,,amy-approved,,REMOVED per Amy directive (single-issue calls). Original audit rationale: Dad 2026 Christian Robinson.
B-080,098a57d8-bcb7-4334-9ee8-c408e755ed75,Is It Spring?,Kevin Henkes,2-4,pre-reader,picture-book,2026,True,B — 2-4 only,retag,"3-4, 5-6",none,,Is It Spring? 2026 Henkes. Spring-arrival emotional waiting. 3-4 to 5-6.
B-081,f54e371e-c2c5-47a2-8d78-fad01a3a2cb2,Loops,Jashar Awan,2-4,pre-reader,picture-book,2026,True,B — 2-4 only,retag,"3-4, 5-6",none,,Loops 2026 Awan. Story-told-in-shapes. Visual narrative. 3-4 to 5-6.
B-082,56289d90-91d3-41bd-8cbc-d38ccaf53bf0,The Hair Book,Andrea J. Brown-Wood,2-4,pre-reader,picture-book,2026,True,B — 2-4 only,retag,"3-4, 5-6",none,,Hair Book 2026 Brown-Wood. Black-hair celebration verse. 3-4 to 5-6. Diversity-tag book.
C-001,be1f945f-4b45-4c5e-bd65-232dbd7fbd2c,Fish and Wave,Sergio Ruzzier,"2-4, 5-7",early-reader,early-reader,2022,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,"Fish and Wave 2022 Ruzzier. Early-reader, ""fish and wave become best friends"" simplicity. 3-4 read-aloud, 5-6 native, 7-9 still works for newly-independent readers building fluency. Triple-band fit."
C-002,145e26b0-1c36-4a02-886e-8b1583875661,Fox Has a Problem,Corey R. Tabor,"2-4, 5-7",early-reader,early-reader,2023,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,"Fox Has a Problem 2023 Tabor. Early-reader, problem-amplified-by-helpers comedic structure. Triple-band like Fish and Wave."
C-003,b5c2d026-d29b-4f9d-b5c2-c24ce733a0fd,Fox Versus Fox,Corey R. Tabor,"2-4, 5-7",early-reader,early-reader,2024,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Fox Versus Fox 2024 Tabor. Sequel to above; same triple-band logic.
C-004,f0247dc5-ea52-4988-a520-1b58c49846fa,Frog and Toad Are Friends,Arnold Lobel,"2-4, 5-7",early-reader,early-reader,1970,False,C — 5-7 split,retag,"5-6, 7-9",none,,"Frog and Toad Are Friends 1970 Lobel. Pre-1990 — but browse_visible is False already so this is migration-of-tags, not a browse change. Canonical early chapter book; 5-6 native, 7-9 for newly-independent readers. Drops 3-4 because the structural complexity (linked stories) is past 3-year-old attention. Plan generator pulls this for friendship + early-reading themes."
C-005,ea2a918c-ba66-4d0b-8035-daa668fade8e,Gigi and Ojiji,Melissa Iwai,"2-4, 5-7",early-reader,early-reader,2022,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Gigi and Ojiji 2022 Iwai. Grandfather + language-barrier early-reader. Multi-generational warmth scales 3-4 to 7-9.
C-006,7bc55181-dde1-4725-9bf3-d59f4817b557,"Henry, Like Always",Jenn Bailey,"2-4, 5-7",early-reader,early-reader,2023,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",amy-approved,,"APPROVED per Amy directive (developmental edge call; no Heads Up needed). Henry Like Always 2023 Bailey. Early-reader, autistic protagonist whose routine is disrupted. The ""day the routine breaks"" arc handles autism representation directly. Beth confirms whether 3-4 fit holds — the routine-disruption emotional content may want a 5-6 floor."
C-007,941f636f-b69a-400d-a8f4-ccf669a9220e,I Did It!,Michael Emberley,"2-4, 5-7",early-reader,early-reader,2022,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,"I Did It! 2022 Emberley. Early-reader, autonomy-pride. Triple-band."
C-008,5280e340-b84c-45df-aa64-ab6c93be3436,Owl and Penguin,Vikram Madan,"2-4, 5-7",early-reader,early-reader,2022,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Owl and Penguin 2022 Madan. Day-night-friendship early-reader + biology hook. Triple-band.
C-009,0a65cafe-2ed4-437b-91f7-c3d8b97ff8e3,Owl at Home,Arnold Lobel,"2-4, 5-7",early-reader,early-reader,1975,False,C — 5-7 split,retag,"5-6, 7-9",none,,"Owl at Home 1975 Lobel. Pre-1990 (already browse-hidden). Canonical Lobel solo-character vignettes. 5-6 native, 7-9 for fluency-builders. 3-4 dropped (more abstract/internal than Frog and Toad)."
C-010,3812272a-c4ae-4966-9f81-d93ab32544bd,Stop That Mop!,Jonathan Fenske,"2-4, 5-7",early-reader,early-reader,2025,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Stop That Mop 2025 Fenske. Early-reader cause-effect comedy. Triple-band.
C-011,2b83a332-fb31-482e-a34b-f46ab56e3b5b,Alberto Salas Plays Paka Paka con la Papa,Sara Andrea Fajardo,"2-4, 5-7",early-reader,nonfiction,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,Alberto Salas Plays Paka Paka 2025 Fajardo. Andean potato biodiversity nonfiction. Concept needs 5+ comprehension. Drops 3-4 — wild-potato-conservation framing too abstract for 3-year-old.
C-012,a06d73c5-0ef8-4cd0-98b5-1323a742ad62,From Seed to Plant,Gail Gibbons,"2-4, 5-7",early-reader,nonfiction,1991,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,"From Seed to Plant 1991 Gibbons. Plant life cycle nonfiction. Gibbons books are picture-book-format nonfiction at 3-4 read-aloud, 5-6 native, 7-9 fluency."
C-013,665c09d6-2481-4644-aaa9-8453d527439e,How a House Is Built,Gail Gibbons,"2-4, 5-7",early-reader,nonfiction,1990,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,How a House Is Built 1990 Gibbons. Sister to From Seed to Plant. Same triple-band fit.
C-014,a0882c53-43f7-464a-9184-06451c1d8f5f,Jovita Wore Pants: The Story of a Mexican Freedom Fighter,Aida Salazar,"2-4, 5-7",early-reader,nonfiction,2023,True,C — 5-7 split,remove-from-database,,amy-approved,,"REMOVED per Amy directive (civil-rights-era books where violence is the subject, not backdrop). Original audit rationale: Jovita Wore Pants 2023 Salazar. Mexican Revolution + women-disguised-as-men-fighting + journalism saving lives. War-violence framing. Beth confirms — recommend 5-6 + 7-9 only, drops 3-4 (Mexican Revolution combat content too heavy for 3-year-old)."
C-015,ca8399a2-59c4-4965-8a08-d56d2e7f08fe,Teaching for Change: How Septima Clark Led the Civil Rights Movement to Voting Justice,Yvonne Clark-Rhines and Monica Clark-Robinson,"2-4, 5-7",early-reader,nonfiction,2026,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,"APPROVED per Amy directive (civil-rights-era backdrop, not subject; representation-rich content). Teaching for Change: Septima Clark 2026. Civil rights + literacy-as-voting-prerequisite. Concept (literacy tests blocked Black voters in 1960s) requires 5+ to grasp. Drops 3-4. Beth confirms."
C-016,ad2a033f-c5f0-4e35-bbeb-2e736bbba0f4,Click Clack Moo: Cows That Type,Doreen Cronin,"2-4, 5-7",early-reader,picture-book,2000,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,"Click Clack Moo 2000 Cronin. Cows-on-strike comedic premise. 3-4 read-aloud, 5-6 native, 7-9 for the labor-history overlay (older readers get the joke)."
C-017,059bbc49-9742-4eae-8200-2bbd64e79188,Diary of a Spider,Doreen Cronin,"2-4, 5-7",early-reader,picture-book,2005,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Diary of a Spider 2005 Cronin. Diary-format spider-biology. Triple-band.
C-018,ff3e0389-e6f9-4b05-965b-39e3b5586f77,Diary of a Worm,Doreen Cronin,"2-4, 5-7",early-reader,picture-book,2003,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Diary of a Worm 2003 Cronin. Sister title. Same triple-band.
C-019,1ba03b53-9997-46c0-aa65-c72caef1974c,Don't Eat the Birthday Boy!,Donna Barba Higuera,"2-4, 5-7",early-reader,picture-book,2026,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Dont Eat the Birthday Boy 2026 Higuera. Monster-vs-birthday-party comedy. Triple-band.
C-020,c00d0d42-e25d-45d2-aa3b-84605898acb2,Drawn Onward,Daniel Nayeri,"2-4, 5-7",early-reader,picture-book,2024,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,"The book is about grief and loss, structured as a palindrome.","APPROVED per Amy directive (grief/mortality central; Heads Up applied). Drawn Onward 2024 Nayeri. Palindrome-text + grief metaphor. Sophisticated formal device + grief content. Drops 3-4 (palindrome structure + grief subject too abstract). Beth confirms — possibly 7-9 only, depends on reader maturity."
C-021,ee80fc08-e859-41e1-9112-a219cd469a82,"I Hear the Snow, I Smell the Sea",Janice Milusich,"2-4, 5-7",early-reader,picture-book,2025,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,I Hear the Snow I Smell the Sea 2025 Milusich. Sensory experience (snow + sea through non-sight senses). Triple-band.
C-022,9a3b440a-19f8-4e4a-b911-9d55fb113519,Jumanji,Chris Van Allsburg,"2-4, 5-7",early-reader,picture-book,1981,False,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,"APPROVED per Amy directive (developmental edge call; no Heads Up needed). Jumanji 1981 Van Allsburg. Pre-1990 (already browse-hidden). Canonical. Real-jungle-animals-released horror-adjacent imagery. Drops 3-4 (some illustrations are genuinely scary — lion stalking through living room, monkeys ransacking kitchen). Beth confirms whether 5-6 fit holds or pulls to 7-9 only."
C-023,565cb2b4-e06a-4bbd-83d5-bc0294d0072e,Lola,Karla Arenas Valenti,"2-4, 5-7",early-reader,picture-book,2024,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,"APPROVED per Amy directive (developmental edge call; no Heads Up needed). Lola 2024 Valenti. ""Choice between two spirits, one offering everything she wants"" — sounds folkloric/allegorical. Drops 3-4 (abstract choice-between-spirits not a 3-year-olds frame). Beth confirms band fit."
C-024,afdd6964-9729-4b39-bc67-7e61f4ec1abd,My Daddy Is a Cowboy,Stephanie Seales,"2-4, 5-7",early-reader,picture-book,2025,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",amy-approved,,REMOVED per Amy directive (single-issue calls). Original audit rationale: My Daddy Is a Cowboy 2025 Seales. Six-starred-reviews father-daughter morning ride. Diversity-tag (Black cowboy + urban setting). Triple-band fit. RE-INSERTED post-Phase-6A: Session 13 substring-match logic swept this row into removal incorrectly. Original audit decision restored. Filed as calibration finding.
C-025,d5fec630-3776-41c7-9ede-018d1df57c84,Once Upon a Book,Grace Lin,"2-4, 5-7",early-reader,picture-book,2023,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Once Upon a Book 2023 Lin. Girl-falls-into-book-inside-this-book recursion. Triple-band — recursive structure delights every age.
C-026,e1799254-5eb7-47d1-80a4-53498c75d9a3,Popo the Xolo,Paloma Angelina Lopez,"2-4, 5-7",early-reader,picture-book,2025,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,"Popo the Xolo 2025 Lopez. Xoloitzcuintli + 3000-year Mexican history through one dog. Triple-band — the dog-story frame holds 3-4, the history layer pulls older readers."
C-027,ef7c753b-eecf-48fb-a364-2f8eb23b3f2e,The Arguers,Corinna Luyken,"2-4, 5-7",early-reader,picture-book,2025,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,The Arguers 2025 Luyken. Fairy-tale arguers comic. Triple-band.
C-028,013bbf8b-3c5c-485a-b29e-0e5475779d8f,The Garden of Abdul Gasazi,Chris Van Allsburg,"2-4, 5-7",early-reader,picture-book,1979,False,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,"APPROVED per Amy directive (developmental edge call; no Heads Up needed). The Garden of Abdul Gasazi 1979 Van Allsburg. Pre-1990 (already browse-hidden). Mysterious/uncanny picture-book — boy-chases-dog-into-magicians-garden, ambiguous ending. Drops 3-4 (genuine uncanny tension is past the 3-year-old comfort floor). Plan-generator-only."
C-029,723695f6-6f46-46a9-ace7-489368e8a998,There Was a Party for Langston,Jason Reynolds,"2-4, 5-7",early-reader,picture-book,2023,True,C — 5-7 split,retag,"5-6, 7-9",none,,There Was a Party for Langston 2023 Reynolds. Caldecott Honor 2024. Langston Hughes legacy. Drops 3-4 — Hughes-as-cultural-figure needs 5+ context for the celebration to land. 5-6 + 7-9 strong fit.
C-030,73c66d22-6836-4eb8-90fb-de8ba318f613,We Go Way Back: A Story of Life on Earth and How It All Began,Idan Ben-Barak,"2-4, 5-7",early-reader,picture-book,2023,True,C — 5-7 split,retag,"5-6, 7-9",none,,We Go Way Back 2023 Ben-Barak. 3.8-billion-year-life-on-Earth nonfiction. Drops 3-4 (deep-time concept too abstract). 5-6 + 7-9 fit.
C-031,f64f1281-5773-481e-aa59-a2396bb0ff9e,A Seed Grows,Antoinette Portis,"2-4, 5-7",pre-reader,nonfiction,2022,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,A Seed Grows 2022 Portis. Single-seed-to-plant nonfiction with fold-out. Pre-reader format = visual primary. Triple-band.
C-032,1ec03ea0-db35-4e75-b6e0-3a16a9a54ee0,How to Hatch: A Gosling's Guide to Breaking Free,Sara Holly Ackerman,"2-4, 5-7",pre-reader,nonfiction,2026,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,"How to Hatch 2026 Ackerman. Gosling-narrates-hatching pep-talk + biology. Triple-band — concept fits 3-4 read-aloud, biology layer pulls older."
C-033,64786a7e-2554-43b3-a1d6-269c03c9e3fa,A Different Pond,Bao Phi,"2-4, 5-7",pre-reader,picture-book,2017,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,"APPROVED per Amy directive (civil-rights-era backdrop, not subject; representation-rich content). A Different Pond 2017 Phi. Caldecott Honor 2018. Father-son fishing in Minneapolis with memory of Vietnam. Refugee father, war memory. Drops 3-4 — refugee/war framing past 3-year-old. Beth confirms whether 5-6 fit holds — Vietnam War context may need adult support even at 5-6."
C-034,3e69cb1a-89cd-42dd-aebf-08e56f5f3777,A-Ztec: A Bilingual Alphabet Book,Emmanuel Valtierra,"2-4, 5-7",pre-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,APPROVED per Amy directive (best-guess approval). Bilingual Mesoamerican alphabet by Indigenous-heritage author. Cultural representation handled by author. Same logic as the other Indigenous books — flag clears clean. Approving 5-6 + 7-9. Original: A-Ztec 2025 Valtierra. Bilingual alphabet + Mesoamerican languages. Concept (alphabet-in-multiple-Indigenous-languages-tied-to-3000-year-history) needs 5+ context. Drops 3-4. Beth confirms.
C-035,61c912a2-2699-4243-907c-9e6899cb2c98,Alexander and the Terrible Horrible No Good Very Bad Day,Judith Viorst,"2-4, 5-7",pre-reader,picture-book,1972,False,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Alexander Terrible Horrible 1972 Viorst. Pre-1990 (already browse-hidden). Canonical bad-day classic. Triple-band — Alexander voice scales.
C-036,becc0e7e-b20e-4141-8b9c-cd750c8c5ab3,Anything,Rebecca Stead,"2-4, 5-7",pre-reader,picture-book,2025,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Anything 2025 Stead. Wishing-question premise. Triple-band.
C-037,0b6f5c1e-fb5c-44b3-a092-88c2bd1a4876,At the Window,Hope Lim,"2-4, 5-7",pre-reader,picture-book,2025,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",amy-approved,A neighbor disappears from the window across the way; loss is implied.,APPROVED per Amy directive (grief/mortality central; Heads Up applied). At the Window 2025 Lim. Two neighbors connect through windows; one window goes dark; child opens her own. Loss/death implied. Beth confirms whether 3-4 fit holds — depends on whether the dark-window is read as death or simply moved-away.
C-038,6e1f2676-03fb-4c8f-a973-09578100de31,Bartleby,Matt Phelan,"2-4, 5-7",pre-reader,picture-book,2026,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Bartleby 2026 Phelan. Polar bear identity narrative. Triple-band.
C-039,f938c883-c767-4295-a10c-bfab15d77719,Big,Vashti Harrison,"2-4, 5-7",pre-reader,picture-book,2023,True,C — 5-7 split,remove-from-database,,amy-approved,,"REMOVED per Amy directive (pre-1990 books with period-framing concerns). Original audit rationale: Big 2023 Harrison. Caldecott Medal. Black girl growing up hearing ""big"" as wound, eventually crowns it. Body-shaming theme handled with grace, but the cumulative wounding is heavy. Drops 3-4. Beth confirms — possibly 5-6 with adult support, 7-9 native."
C-040,9bf459f7-ad66-4fed-a9e8-021ac99d3177,Brave Irene,William Steig,"2-4, 5-7",pre-reader,picture-book,1986,False,C — 5-7 split,retag,"3-4, 5-6, 7-9",amy-approved,,APPROVED per Amy directive (Indigenous authorship handles representation; no Heads Up needed). Brave Irene 1986 Steig. Pre-1990 (already browse-hidden). Canonical winter-courage. Triple-band.
C-041,0b93858b-1484-42c5-993b-59aa28e6a98c,Chooch Helped,Andrea L. Rogers,"2-4, 5-7",pre-reader,picture-book,2024,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",amy-approved,,APPROVED per Amy directive (Indigenous authorship handles representation; no Heads Up needed). Chooch Helped 2024 Rogers. Cherokee author. Sibling-frustration narrative. Triple-band.
C-042,25aba46b-c9ce-40d3-be9c-a0e32a8a8c07,Chrysanthemum,Kevin Henkes,"2-4, 5-7",pre-reader,picture-book,1991,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Chrysanthemum 1991 Henkes. Name-shame-and-recovery classic. Triple-band.
C-043,684ebd3f-446d-4e68-b20a-dd5fe819d7d9,Doctor De Soto,William Steig,"2-4, 5-7",pre-reader,picture-book,1982,False,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Doctor De Soto 1982 Steig. Pre-1990 (already browse-hidden). Mouse-dentist-outwits-fox classic. Triple-band — comedy + cleverness scales.
C-044,2b0e837b-e50b-40db-8a86-75aedd4f2a23,Don't Trust Fish,Neil Sharpson,"2-4, 5-7",pre-reader,picture-book,2025,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Dont Trust Fish 2025 Sharpson. Comedic-paranoid fish-conspiracy. Triple-band.
C-045,9ecafe57-379b-4883-a410-b5f095437989,Drum Dream Girl,Margarita Engle,"2-4, 5-7",pre-reader,picture-book,2015,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Drum Dream Girl 2015 Engle. Cuban-girl-drumming-defiance. Triple-band.
C-046,aa6d9b53-68b4-4d6f-804d-30858fe9501d,Enemy Pie,Derek Munson,"2-4, 5-7",pre-reader,picture-book,2000,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Enemy Pie 2000 Munson. Friendship-unmade-by-time-spent. Triple-band.
C-047,2169090a-3ba3-4389-9d59-96a6313928d2,Extra Yarn,Mac Barnett,"2-4, 5-7",pre-reader,picture-book,2012,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Extra Yarn 2012 Barnett. Caldecott Honor. Yarn-knit-color-into-gray-town. Triple-band.
C-048,e616e2ea-24f7-45d4-8767-65b81505b43a,Fireworks,Matthew Burgess,"2-4, 5-7",pre-reader,picture-book,2025,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Fireworks 2025 Burgess. Sibling-anticipation-of-July-4th. Triple-band.
C-049,fe9950f6-4eab-4252-a098-de25830ae124,Frederick,Leo Lionni,"2-4, 5-7",pre-reader,picture-book,1967,False,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Frederick 1967 Lionni. Pre-1990 (already browse-hidden). Canonical artist-mouse. Triple-band.
C-050,ba0c7b74-edef-46b9-ac5f-5e492144459c,Hair Love,Matthew A. Cherry,"2-4, 5-7",pre-reader,picture-book,2019,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Hair Love 2019 Cherry. Father-daughter-hair-tutorial. Coretta Scott King Honor. Triple-band.
C-051,6df0d6b8-5528-486b-ac8d-7af57da421ed,Hot Dog,Doug Salati,"2-4, 5-7",pre-reader,picture-book,2022,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Hot Dog 2022 Salati. Caldecott Medal. City-dog-finds-shore. Triple-band.
C-052,a0a9265c-c1e6-42f8-a89a-d4218e91eac3,How Dinosaurs Went Extinct: A Safety Guide,Ame Dyckman,"2-4, 5-7",pre-reader,picture-book,2023,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,How Dinosaurs Went Extinct 2023 Dyckman. Comedic-safety-guide premise. Triple-band.
C-053,a3ee120a-fd01-4952-8d48-c095a9c4ca8a,How to Count to 1,Casper Salmon,"2-4, 5-7",pre-reader,picture-book,2023,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,How to Count to 1 2023 Salmon. Comic-counting subversion. Triple-band.
C-054,69c7aa1b-e76e-4d86-831f-4e11bf64564b,I Like Myself!,Karen Beaumont,"2-4, 5-7",pre-reader,picture-book,2004,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,I Like Myself 2004 Beaumont. Self-affirmation classic. Triple-band.
C-055,8bbb56d2-d371-4708-aa59-6fa2c6c27214,"Iggy Peck, Architect",Andrea Beaty,"2-4, 5-7",pre-reader,picture-book,2007,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Iggy Peck Architect 2007 Beaty. Engineer-from-toddler narrative. Triple-band.
C-056,ecc79c13-3650-4904-8dc5-a1ba61000232,In Every Life,Marla Frazee,"2-4, 5-7",pre-reader,picture-book,2023,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,The wordless final pages depict the end of a life.,"APPROVED per Amy directive (grief/mortality central; Heads Up applied). In Every Life 2023 Frazee. Wordless human + animal life parallel; ""final pages stop you completely"" suggests grief/death recognition. Drops 3-4 — final-page emotional weight not for 3-year-old. Beth confirms whether 5-6 fit holds with adult framing."
C-057,867cc1c0-1217-4cab-8e58-84b3563a9951,Invisible Things,Andy J. Pizza,"2-4, 5-7",pre-reader,picture-book,2023,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Invisible Things 2023 Pizza. Make-the-invisible-visible. Triple-band.
C-058,4fe5696f-a74f-4be2-8a83-2bfd6a63a725,Ish,Peter Reynolds,"2-4, 5-7",pre-reader,picture-book,2004,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Ish 2004 Reynolds. Drawing-as-process classic. Triple-band.
C-059,dd309e54-98ed-48e5-a3ab-16a0542017f8,Lilly's Purple Plastic Purse,Kevin Henkes,"2-4, 5-7",pre-reader,picture-book,1996,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Lillys Purple Plastic Purse 1996 Henkes. Beloved-teacher-confiscation. Triple-band.
C-060,4b6a73aa-6697-4825-95bd-10ee3c421ab1,Make Way for Ducklings,Robert McCloskey,"2-4, 5-7",pre-reader,picture-book,1941,False,C — 5-7 split,retag,"5-6, 7-9",none,,Make Way for Ducklings 1941 McCloskey. Pre-1990 (already browse-hidden). Caldecott Medal. Boston-mother-duck. Drops 3-4 not because of content but length — 8 ducklings + city-traffic stakes work better at 5+.
C-061,eefd9881-2568-477d-b194-38ee0ad5b41f,Making Art,Diana Ejaita,"2-4, 5-7",pre-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,Making Art 2025 Ejaita. Process-of-making-art + West African textile tradition. Drops 3-4 — process-vs-product concept needs 5+ to absorb.
C-062,74adedf5-42d5-44e9-91b7-58f26aa8b2d8,Mama Miti: Wangari Maathai and the Trees of Kenya,Donna Jo Napoli,"2-4, 5-7",pre-reader,picture-book,2010,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Mama Miti 2010 Napoli. Wangari Maathai picture-bio. Triple-band.
C-063,afe8975e-de44-4f66-b232-0a93212ab7ba,Maybe Something Beautiful,F. Isabel Campoy & Theresa Howell,"2-4, 5-7",pre-reader,picture-book,2016,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Maybe Something Beautiful 2016 Campoy/Howell. Mural-transforms-neighborhood. Triple-band.
C-064,cdafec6b-7f9b-4469-98cc-2ba297387371,Mike Mulligan and His Steam Shovel,Virginia Lee Burton,"2-4, 5-7",pre-reader,picture-book,1939,False,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Mike Mulligan 1939 Burton. Pre-1990 (already browse-hidden). Caldecott Honor. Steam-shovel canonical. Triple-band.
C-065,98dc0f3d-9fca-43ed-a79d-bd805395e6c7,Miss Rumphius,Barbara Cooney,"2-4, 5-7",pre-reader,picture-book,1982,False,C — 5-7 split,retag,"5-6, 7-9",none,,Miss Rumphius 1982 Cooney. Pre-1990 (already browse-hidden). Canonical lupine-seeds-life-arc. Drops 3-4 — life-spanning arc reads better 5+.
C-066,67c7c414-aa58-4089-9c10-479bf96067ab,Nell Plants a Tree,Anne Wynter,"2-4, 5-7",pre-reader,picture-book,2023,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,"Nell Plants a Tree 2023 Wynter. 100-year-tree-and-community arc. Triple-band — the tree image holds 3-4, multi-generation arc pulls older."
C-067,d857f408-25a5-4b40-b85c-2b0847a94aad,Officer Buckle and Gloria,Peggy Rathmann,"2-4, 5-7",pre-reader,picture-book,1995,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Officer Buckle and Gloria 1995 Rathmann. Caldecott Medal. Safety-and-buddy classic. Triple-band.
C-068,c37d386a-384f-4ebc-a192-d022a160982c,Over and Under the Pond,Kate Messner,"2-4, 5-7",pre-reader,picture-book,2017,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Over and Under the Pond 2017 Messner. Hidden-ecosystem-narrative. Triple-band.
C-069,413fd0ea-1b8e-412e-a3c8-8fb52e1614ea,Owl Moon,Jane Yolen,"2-4, 5-7",pre-reader,picture-book,1987,False,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Owl Moon 1987 Yolen. Pre-1990 (already browse-hidden). Caldecott Medal. Father-child-owl-walk classic. Triple-band.
C-070,b99bb54f-d140-4be5-9905-868da408ea9d,"Rosie Revere, Engineer",Andrea Beaty,"2-4, 5-7",pre-reader,picture-book,2013,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Rosie Revere Engineer 2013 Beaty. Quitting-vs-iterating-engineer narrative. Triple-band.
C-071,b843eeb9-cbac-46e8-91f8-67528a761b72,Roxaboxen,Alice McLerran,"2-4, 5-7",pre-reader,picture-book,1991,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Roxaboxen 1991 McLerran. Caldecott Honor. Children-build-stone-city-in-desert. Triple-band.
C-072,3374fa70-9372-46c2-84a2-d4de5f808858,Sam and Dave Dig a Hole,Mac Barnett,"2-4, 5-7",pre-reader,picture-book,2014,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Sam and Dave Dig a Hole 2014 Barnett. Caldecott Honor. Comic-near-miss premise. Triple-band.
C-073,fc2b9d38-99f0-470f-8f2f-dc896bb523ee,Stellaluna,Janell Cannon,"2-4, 5-7",pre-reader,picture-book,1993,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Stellaluna 1993 Cannon. Bat-raised-by-birds classic. Triple-band.
